time_s,ia_A,ib_A,ic_A,theta_e_rad
0.0221,5.621486888687381,0.8470948623607963,-6.468581751048177,1.177835893204378
0.0222,-0.5327430280159744,9.616870509271328,-9.084127481255353,1.173654797610935
0.0223,5.868166115022195,0.9892508421901645,-6.85741695721236,1.167221062938802
0.0224,-0.31487684980671604,9.844195936578679,-9.529319086771963,1.16350246012525
0.022500000000000003,-4.87072080886899,14.762631009654715,-9.891910200785727,1.1657280047885843
0.022600000000000002,2.3825461413392772,3.9650305362031215,-6.347576677542399,1.1679661690828471
0.0227,-2.4165148862398556,10.387623872295864,-7.971108986056008,1.1739206764687304
0.0228,4.698224904607758,0.6065754383821655,-5.304800342989924,1.177996808105534
0.0229,-0.5279702151916092,8.170741398647182,-7.642771183455572,1.1843612608023368
0.023,6.342721491572437,-0.9353650566928193,-5.407356434879618,1.187722965046279
0.023100000000000002,0.682927475021252,7.433850016798396,-8.116777491819647,1.192623548724071
0.023200000000000002,7.319746319144608,-1.2689165549528356,-6.050829764191772,1.193998207047346
0.0233,1.301034963646356,7.544972052717107,-8.846007016363462,1.196645727904037
0.0234,7.632537020699863,-1.069226584461545,-6.563310436238318,1.1956730833787008
0.0235,1.3871709406197397,7.814962212696859,-9.202133153316598,1.1959974829788118
0.0236,7.515752416145178,-0.7613685010042732,-6.754383915140904,1.1928336825835888
0.023700000000000002,1.1550026243452844,8.146303001784766,-9.301305626130048,1.1911684363690422
0.0238,7.303341857036194,-0.2991185752888672,-7.0042232817473264,1.1862422848105578
0.0239,0.8780907202069521,8.708884819326066,-9.586975539533018,1.183116963693401
0.024,6.950247963511013,0.1693248169794721,-7.119572780490485,1.1770329252704568
0.0241,0.5337780509637335,9.078633122489851,-9.612411173453584,1.1730476505569507
0.024200000000000003,6.7054058597789865,0.5766616656140062,-7.282067525392993,1.1663539849995288
0.024300000000000002,0.30843108161013744,9.557151025328102,-9.86558210693824,1.1620464915940483
0.0244,-4.433156302590626,14.578015838301125,-10.1448595357105,1.1634636863343724
0.0245,2.6600086238767964,3.8663116600969563,-6.526320283973753,1.1647621731347382
0.0246,-2.2657694672481714,10.343868521355471,-8.078099054107302,1.1697208384826498
0.0247,4.7370228307117,0.617922322270652,-5.354945152982352,1.172801517835675
0.024800000000000003,-0.5632810366033025,8.193293027175269,-7.630011990571965,1.1782176047666226
0.024900000000000002,6.236756030912275,-0.881920020452069,-5.354836010460206,1.1807078205142583
0.025,0.5448934911937329,7.464188914212962,-8.009082405406694,1.1848394594530036
0.0251,7.143003514631307,-1.2234584309642442,-5.919545083667062,1.1855568135614216
0.0252,1.1229724976412179,7.622701829936078,-8.745674327577296,1.187689561136095
0.0253,7.571809552071651,-0.8717117299517025,-6.7000978221199485,1.186309883117809
0.025400000000000002,1.3144696718753095,8.069915229038841,-9.38438490091415,1.1863778547815425
0.025500000000000002,7.550626954677524,-0.44464831497034263,-7.105978639707182,1.183059124597546
0.0256,1.1720960093341786,8.53453762725147,-9.70663363658565,1.181389683840666
0.0257,7.2844285378702525,-0.03327477463230677,-7.251153763237946,1.1765735016082532
0.0258,0.8716840967803403,8.886434753870358,-9.758118850650696,1.173665760058205
0.025900000000000003,-3.910495413710562,13.928701322204692,-10.018205908494132,1.176012462687101
0.026000000000000002,3.0930151706855282,3.289381092640626,-6.382396263326154,1.1778572963627916
0.0261,-1.898748845047134,9.836100554107063,-7.937351709059929,1.183005080048809
0.0262,5.0043878896574725,0.19480890480808988,-5.199196794465562,1.1860125459246915
0.0263,-0.3628352722177719,7.843747648054039,-7.480912375836267,1.191115839701067
0.0264,6.3429252713178315,-1.1565831094607915,-5.18634216185704,1.1931420152778867
0.026500000000000003,0.596540634137726,7.248438440630558,-7.844979074768284,1.1966705266048774
0.026600000000000002,7.114638025280398,-1.3815905615335735,-5.733047463746824,1.196721379718887
0.0267,1.058061950428499,7.503342383766833,-8.561404334195332,1.1981250140777155
0.0268,7.444820370602246,-0.9506952073841468,-6.494125163218099,1.1960149011505201
0.0269,1.169455750361736,7.966402029182853,-9.135857779544589,1.1953323072775761
0.027,7.3634851540407,-0.5081260646632475,-6.855359089377453,1.1912938386090623
0.027100000000000003,0.9815430134230771,8.454582974700697,-9.436125988123775,1.1889160824026785
0.027200000000000002,7.068518223552649,-0.07811041464154389,-6.9904078089111055,1.1834428345863441
0.0273,0.6632109016368335,8.853949791981876,-9.51716069361871,1.179916021982107
0.0274,6.82966577640401,0.3733033401489356,-7.2029691165529455,1.1735473296450665
0.0275,0.42346004777184776,9.395878811867593,-9.81933885963944,1.169429026207231
0.027600000000000003,-4.333410162252078,14.468298708949675,-10.134888546697596,1.17091451903713
